score,date,album,artist,reviewer,url
7.5,August 25 2016,Blade of Love,Battle Trance,Seth Colter Walls,https://pitchfork.com/reviews/albums/22258-blade-of-love/
7.7,August 25 2016,Atomic Bomb Compilation Vol. 4,,Patrick St. Michel,https://pitchfork.com/reviews/albums/22285-atomic-bomb-compilation-vol-4/
7.8,August 23 2016,Star Core,Marielle V. Jakobsons,Philip Sherburne,https://pitchfork.com/reviews/albums/22233-star-core/
7.7,August 23 2016,I.B. Tree,Tree,Winston Cook-Wilson,https://pitchfork.com/reviews/albums/22274-ib-tree/
6.8,August 23 2016,Skiptracing,Mild High Club,Benjamin Scheim,https://pitchfork.com/reviews/albums/22241-skiptracing/
7.6,August 24 2016,"""Fantasy Live 1999""",Tokyo Black Star,Piotr Orlov,https://pitchfork.com/reviews/albums/22237-tokyo-black-star-fantasy-live-1999/
7.0,August 23 2016,Miss Sharon Jones! OST,Sharon Jones and the Dap-Kings,Nate Patrin,https://pitchfork.com/reviews/albums/22273-miss-sharon-jones-ost/
8.0,August 22 2016,Blue Rider Songs,Scott Hirsch,Laura Snapes,https://pitchfork.com/reviews/albums/22236-blue-rider-songs/
7.8,August 24 2016,CDW EP,Charlotte Day Wilson,Dean Van Nguyen,https://pitchfork.com/reviews/albums/22276-cdw-ep/
8.0,August 20 2016,Honor Killed the Samurai,Ka,Paul A. Thompson,https://pitchfork.com/reviews/albums/22267-honor-killed-the-samurai/
6.8,August 22 2016,Phase Zero,Morgan Delt,Benjamin Scheim,https://pitchfork.com/reviews/albums/22242-phase-zero/
8.0,August 20 2016,In Summer,Jefre Cantu-Ledesma,Kevin Lozano,https://pitchfork.com/reviews/albums/22230-in-summer/
8.1,August 22 2016,Sélébéyone,"Steve Lehman,Sélébéyone",Seth Colter Walls,https://pitchfork.com/reviews/albums/22239-selebeyone/
10,August 21 2016,Songs in the Key of Life,Stevie Wonder,Alan Light,https://pitchfork.com/reviews/albums/22174-songs-in-the-key-of-life/
7.2,August 20 2016,Almost Holy OST,"Atticus Ross,Leopold Ross,Bobby Krlic",Marc Masters,https://pitchfork.com/reviews/albums/22270-almost-holy-ost/
5.0,August 20 2016,Rattle,Rattle,Laura Snapes,https://pitchfork.com/reviews/albums/22169-rattle/
6.9,August 19 2016,Open Your Eyes,DJ Earl,Andrew Gaerig,https://pitchfork.com/reviews/albums/22246-open-your-eyes/
6.7,August 19 2016,Radiating Light: Orchid Tapes & Friends,,Kevin Lozano,https://pitchfork.com/reviews/albums/22227-radiating-light-orchid-tapes-friends/
7.9,August 22 2016,The Childhood of a Leader OST,Scott Walker,Winston Cook-Wilson,https://pitchfork.com/reviews/albums/22248-the-childhood-of-a-leader-ost/
6.4,August 19 2016,Spinhead Sessions,Sonic Youth,Seth Colter Walls,https://pitchfork.com/reviews/albums/22272-spinhead-sessions/
8.0,August 18 2016,Paramount,Fury,Jason Heller,https://pitchfork.com/reviews/albums/22264-paramount/
5.6,August 18 2016,Boronia,Hockey Dad,Pat Healy,https://pitchfork.com/reviews/albums/22263-boronia/
8.0,August 17 2016,"Stranger Things OST, Vol. One","Kyle Dixon,Michael Stein",Saby Reyes-Kulkarni,https://pitchfork.com/reviews/albums/22265-stranger-things-ost-vol-one/
7.9,August 19 2016,Crappin’ You Negative,The Grifters,Stuart Berman,https://pitchfork.com/reviews/albums/22228-crappin-you-negative/
7.6,August 18 2016,Callus,Gonjasufi,Nate Patrin,https://pitchfork.com/reviews/albums/22245-callus/
7.9,August 16 2016,Convenience,Pill,Nathan Reese,https://pitchfork.com/reviews/albums/22244-convenience/
5.6,August 18 2016,Fishing Blues,Atmosphere,Sheldon Pearce,https://pitchfork.com/reviews/albums/22210-fishing-blues/
7.4,August 16 2016,PARTYNEXTDOOR 3 (P3),PARTYNEXTDOOR,Renato Pagnani,https://pitchfork.com/reviews/albums/22193-partynextdoor-3-p3/
6.2,August 16 2016,The Get Down OST,,Vanessa Okoth-Obbo,https://pitchfork.com/reviews/albums/22262-the-get-down-ost/
7.8,August 17 2016,Jumping the Shark,Alex Cameron,Benjamin Scheim,https://pitchfork.com/reviews/albums/22226-jumping-the-shark/
6.4,August 17 2016,Official,Kool A.D.,Mehan Jayasuriya,https://pitchfork.com/reviews/albums/22261-official/
8.0,August 17 2016,5TARB01,Lexxi,Thea Ballard,https://pitchfork.com/reviews/albums/22234-5tarb01/
8.3,August 15 2016,More Better Days,,Andy Beta,https://pitchfork.com/reviews/albums/22220-more-better-days/
7.7,August 13 2016,Daniel Son ; Necklace Don,2 Chainz,Paul A. Thompson,https://pitchfork.com/reviews/albums/22221-daniel-son-necklace-don/
9.2,August 14 2016,Dry,PJ Harvey,Laura Snapes,https://pitchfork.com/reviews/albums/22131-dry/
8.2,August 13 2016,Kaleidoscope World,The Chills,Douglas Wolk,https://pitchfork.com/reviews/albums/22247-kaleidoscope-world/
7.0,August 15 2016,Roosevelt,Roosevelt,Cameron Cook,https://pitchfork.com/reviews/albums/22225-roosevelt/
7.2,August 13 2016,Chronicles 1,The 7th Plain,Philip Sherburne,https://pitchfork.com/reviews/albums/22214-chronicles-1/
6.5,August 13 2016,Golden Sings That Have Been Sung,Ryley Walker,Benjamin Scheim,https://pitchfork.com/reviews/albums/22198-golden-sings-that-have-been-sung/
7.6,August 15 2016,SremmLife 2,Rae Sremmurd,Sheldon Pearce,https://pitchfork.com/reviews/albums/22020-sremmlife-2/
7.4,August 15 2016,One Day All of This Won't Matter Any More,Slow Club,Pat Healy,https://pitchfork.com/reviews/albums/22215-one-day-all-of-this-wont-matter-any-more/
6.0,August 16 2016,"For Mark, Your Son",Lando Chill,Jonah Bromwich,https://pitchfork.com/reviews/albums/22232-for-mark-your-son/
8.1,August 16 2016,Kiid,Mal Devisa,Jenn Pelly,https://pitchfork.com/reviews/albums/22217-kiid/
7.5,August 12 2016,A Weird Exits,Thee Oh Sees,Stuart Berman,https://pitchfork.com/reviews/albums/22185-a-weird-exits/
6.8,August 12 2016,Live from Trona,Toro Y Moi,Matthew Ramirez,https://pitchfork.com/reviews/albums/22207-live-from-trona/
7.0,August 12 2016,Summer Camp,theMIND,Matthew Ramirez,https://pitchfork.com/reviews/albums/22240-summer-camp/
6.8,August 11 2016,Verschiebung,Roman Flügel,Philip Sherburne,https://pitchfork.com/reviews/albums/22208-verschiebung/
6.0,August 12 2016,25 25,Factory Floor,Louis Pattison,https://pitchfork.com/reviews/albums/22189-25-25/
6.3,August 11 2016,Innocence Reaches,Of Montreal,Evan Rytlewski,https://pitchfork.com/reviews/albums/22150-innocence-reaches/
5.3,August 11 2016,Encore,DJ Snake,Matthew Schnipper,https://pitchfork.com/reviews/albums/22197-encore/
4.0,August 9 2016,Suicide Squad: The Album,,Chris Randle,https://pitchfork.com/reviews/albums/22137-suicide-squad-the-album/
6.5,August 10 2016,What Now?,Jon Bap,Mehan Jayasuriya,https://pitchfork.com/reviews/albums/22206-what-now/
7.8,August 10 2016,Flood Network,Katie Dey,Jazz Monroe,https://pitchfork.com/reviews/albums/22151-flood-network/
6.1,August 10 2016,The Land OST,,kris ex,https://pitchfork.com/reviews/albums/22202-the-land-ost/
7.0,August 10 2016,Interior Architecture,M. Geddes Gengras,Thea Ballard,https://pitchfork.com/reviews/albums/22219-interior-architecture/
8.0,August 8 2016,Telefone,Noname,Israel Daramola,https://pitchfork.com/reviews/albums/22218-telefone/
8.8,August 6 2016,How It Feels to Be Something On,Sunny Day Real Estate,Ian Cohen,https://pitchfork.com/reviews/albums/22186-how-it-feels-to-be-something-on/
8.6,August 7 2016,Dangerous,Michael Jackson,Jeff Weiss,https://pitchfork.com/reviews/albums/22044-dangerous/
6.8,August 8 2016,Boy King,Wild Beasts,Laura Snapes,https://pitchfork.com/reviews/albums/22139-boy-king/
6.5,August 9 2016,Well Worn,Kllo,Philip Sherburne,https://pitchfork.com/reviews/albums/22170-well-worn/
7.9,August 8 2016,Phantoms of Dreamland,Michal Turtle,Andy Beta,https://pitchfork.com/reviews/albums/22182-michal-turtle-phantoms-of-dreamland/
4.8,August 9 2016,Generationwhy,Zhu,Rebecca Haithcoat,https://pitchfork.com/reviews/albums/22216-generationwhy/
7.0,August 11 2016,Way Down in the Jungle Room,Elvis Presley,Stephen Thomas Erlewine,https://pitchfork.com/reviews/albums/22213-way-down-in-the-jungle-room/
7.8,August 9 2016,Start Your Own Fucking Show Space,,Sam Sodomsky,https://pitchfork.com/reviews/albums/22200-start-your-own-fucking-show-space/
7.6,August 6 2016,Lovers,Nels Cline,Seth Colter Walls,https://pitchfork.com/reviews/albums/22188-lovers/
6.7,August 9 2016,Sweatbox Dynasty,TOBACCO,Nathan Reese,https://pitchfork.com/reviews/albums/22209-sweatbox-dynasty/
8.0,August 6 2016,Cam & China,Cam & China,Paul A. Thompson,https://pitchfork.com/reviews/albums/22204-cam-china/
8.3,August 8 2016,Cluster Ensemble: Plays Philip Glass,Cluster Ensemble,Seth Colter Walls,https://pitchfork.com/reviews/albums/22203-cluster-ensemble-plays-philip-glass/
6.9,August 4 2016,The Perfect Luv Tape,Lil Uzi Vert,Sheldon Pearce,https://pitchfork.com/reviews/albums/22201-the-perfect-luv-tape/
6.0,August 5 2016,1-800 DINOSAUR Presents Trim,Trim,Kevin Lozano,https://pitchfork.com/reviews/albums/22199-1-800-dinosaur-presents-trim/
6.8,August 4 2016,Impossible Dream,Haley Bonar,Evan Rytlewski,https://pitchfork.com/reviews/albums/22187-impossible-dream/
6.8,August 4 2016,"No Beer, No Dad",Blowout,Ian Cohen,https://pitchfork.com/reviews/albums/22179-no-beer-no-dad/
7.3,August 4 2016,Hypercaffium Spazzinate,Descendents,Zoe Camp,https://pitchfork.com/reviews/albums/22196-hypercaffium-spazzinate/
8.0,August 5 2016,Night Melody,Rival Consoles,Benjamin Scheim,https://pitchfork.com/reviews/albums/22148-night-melody/
7.2,August 5 2016,Circle of Light,"Delia Derbyshire,Elsa Stansfield",Thea Ballard,https://pitchfork.com/reviews/albums/22195-circle-of-light/
6.9,August 5 2016,Major Key,DJ Khaled,kris ex,https://pitchfork.com/reviews/albums/22191-major-key/
7.7,August 3 2016,Jaguar Mirror,Thunder Tillman,Andy Beta,https://pitchfork.com/reviews/albums/22192-jaguar-mirror/
7.5,August 3 2016,Give a Glimpse of What Yer Not,Dinosaur Jr.,Benjamin Scheim,https://pitchfork.com/reviews/albums/22149-give-a-glimpse-of-what-yer-not/
7.5,August 3 2016,Hangin’ At the Beach,Delroy Edwards,Marc Masters,https://pitchfork.com/reviews/albums/22152-hangin-at-the-beach/
7.0,August 6 2016,Revisions of the Past,Panopticon,Andy O'Connor,https://pitchfork.com/reviews/albums/22205-revisions-of-the-past/
8.2,August 2 2016,Shy Layers,Shy Layers,Philip Sherburne,https://pitchfork.com/reviews/albums/22183-shy-layers/
8.0,August 1 2016,The Disco’s of Imhotep,Hieroglyphic Being,Louis Pattison,https://pitchfork.com/reviews/albums/22145-the-discos-of-imhotep/
7.2,August 2 2016,The King of Whys,Owen,Ian Cohen,https://pitchfork.com/reviews/albums/22178-the-king-of-whys/
7.9,August 2 2016,For All We Know,Nao,Jazz Monroe,https://pitchfork.com/reviews/albums/22163-for-all-we-know/
6.9,August 3 2016,Spend the Night With...,Cheena,Sam Sodomsky,https://pitchfork.com/reviews/albums/22165-spend-the-night-with/
7.0,August 1 2016,S+@dium Rock: Five Nights at the Opera,Titus Andronicus,Stuart Berman,https://pitchfork.com/reviews/albums/22168-sdium-rock-five-nights-at-the-opera/
2.5,August 2 2016,4OKI,Steve Aoki,Stacey Anderson,https://pitchfork.com/reviews/albums/22143-4oki/
10,July 30 2016,In Concert,"Nina Simone,Nina Simone,Nina Simone,Nina Simone,Nina Simone,Nina Simone,Nina Simone",Carvell Wallace,https://pitchfork.com/reviews/albums/22159-the-philips-years/
7.1,July 31 2016,Blood Sugar Sex Magik,Red Hot Chili Peppers,Jeremy Gordon,https://pitchfork.com/reviews/albums/22107-blood-sugar-sex-magik/
6.9,August 1 2016,Music Inspired by Philippe Garrel’s Le Révélateur,"Mary Lattimore,Jeff Zeigler",Kevin Lozano,https://pitchfork.com/reviews/albums/22162-music-inspired-by-philippe-garrels-le-revelateur/
8.3,August 1 2016,Take Down,Metronome,Seth Colter Walls,https://pitchfork.com/reviews/albums/22184-take-down/
4.0,August 1 2016,Meshuggah EP,"Meshuggah,Meshuggah,Meshuggah,Meshuggah,Meshuggah,Meshuggah,Meshuggah,Meshuggah,Meshuggah,Meshuggah",Saby Reyes-Kulkarni,https://pitchfork.com/reviews/albums/22142-25-years-of-musical-deviance/
8.4,July 29 2016,A Mulher do Fim do Mundo (The Woman at the End of the World),Elza Soares,Philip Sherburne,https://pitchfork.com/reviews/albums/22173-a-mulher-do-fim-do-mundo-the-woman-at-the-end-of-the-world/
6.1,July 27 2016,Summer Songs 2,Lil Yachty,Matthew Ramirez,https://pitchfork.com/reviews/albums/22177-summer-songs-2/
6.3,July 29 2016,D.T.S.N.T.,STWO,Jonah Bromwich,https://pitchfork.com/reviews/albums/22190-dtsnt/
6.8,July 29 2016,Boleros Valses y Mas,Frankie Reyes,Jay Balfour,https://pitchfork.com/reviews/albums/22172-boleros-valses-y-mas/
6.8,July 30 2016,Drool Sucker,No Joy,Zoe Camp,https://pitchfork.com/reviews/albums/22194-drool-sucker/
6.4,July 30 2016,Stranger to Violence,Psalm Zero,Saby Reyes-Kulkarni,https://pitchfork.com/reviews/albums/22133-stranger-to-violence/
8.2,July 30 2016,Sky Girl,,Andy Beta,https://pitchfork.com/reviews/albums/22118-sky-girl/
5.8,July 29 2016,Let Me Hang You,William S. Burroughs,Seth Colter Walls,https://pitchfork.com/reviews/albums/22113-let-me-hang-you/
8.0,July 28 2016,Noise Patterns,Tristan Perich,Grayson Haver Currin,https://pitchfork.com/reviews/albums/22130-noise-patterns/
7.7,July 28 2016,Lil Durk 2X,Lil Durk,Sheldon Pearce,https://pitchfork.com/reviews/albums/22136-lil-durk-2x/
7.6,July 28 2016,The Bird & the Rifle,Lori McKenna,Stephen M. Deusner,https://pitchfork.com/reviews/albums/22181-the-bird-the-rifle/
7.8,July 28 2016,Late Nights: Europe,Jeremih,Vanessa Okoth-Obbo,https://pitchfork.com/reviews/albums/22180-late-nights-europe/
7.0,July 27 2016,Unfinished,Florian Kupfer,Kevin Lozano,https://pitchfork.com/reviews/albums/22175-unfinished/
5.2,July 26 2016,This Is Gap Dream,Gap Dream,Ian Cohen,https://pitchfork.com/reviews/albums/22128-this-is-gap-dream/
7.1,July 26 2016,Young Jefe 2,Shy Glizzy,Paul A. Thompson,https://pitchfork.com/reviews/albums/22160-young-jefe-2/
7.2,July 25 2016,Titans in the Flesh,"Blu,Nottz",Sheldon Pearce,https://pitchfork.com/reviews/albums/22171-titans-in-the-flesh/
7.8,July 27 2016,Dead Revolution,Hammers of Misfortune,Andy O'Connor,https://pitchfork.com/reviews/albums/22129-dead-revolution/
7.0,July 26 2016,Everybody Looking,Gucci Mane,David Drake,https://pitchfork.com/reviews/albums/22157-gucci-mane-everybody-looking/
7.6,July 26 2016,Command Your Weather,Big Business,Grayson Haver Currin,https://pitchfork.com/reviews/albums/22098-command-your-weather/
7.5,July 27 2016,Guidance,Russian Circles,Jason Heller,https://pitchfork.com/reviews/albums/22147-guidance/
7.4,July 25 2016,Sound Signature Presents: These Songs That Should've Been Out on Wax By Now - Part One,,Andy Beta,https://pitchfork.com/reviews/albums/22166-sound-signature-presents-these-songs-that-shouldve-been-out-on-wax-by-now/
6.9,July 25 2016,Love & Hate,Michael Kiwanuka,Marcus J. Moore,https://pitchfork.com/reviews/albums/21886-love-hate/
5.8,July 25 2016,Coolaid,Snoop Dogg,Kathy Iandoli,https://pitchfork.com/reviews/albums/22167-coolaid/
8.2,July 25 2016,Songs and Jams Vol. 1,Notekillers,Seth Colter Walls,https://pitchfork.com/reviews/albums/22154-songs-and-jams-vol-1/
8.4,July 21 2016,HEAVN,Jamila Woods,kris ex,https://pitchfork.com/reviews/albums/22156-heavn/
7.2,July 22 2016,Drankin’ & Drivin’,Z-Ro,Matthew Ramirez,https://pitchfork.com/reviews/albums/22121-drankin-drivin/
7.0,July 22 2016,Gqom Oh! x Crudo Volta Mixtape,,Marcus K. Dowling,https://pitchfork.com/reviews/albums/22126-gqom-oh-x-crudo-volta-mixtape/
7.5,July 23 2016,Call by Night,Wymond Miles,Raymond Cummings,https://pitchfork.com/reviews/albums/22123-call-by-night/
7.4,July 22 2016,Four Meditations / Sound Geometries,Pauline Oliveros,Marc Masters,https://pitchfork.com/reviews/albums/22158-four-meditations-sound-geometries/
6.8,July 23 2016,Cistern,Jherek Bischoff,Brendan Mattox,https://pitchfork.com/reviews/albums/22176-cistern/
7.0,July 23 2016,Ambulance,The Amazing,John S.W. MacDonald,https://pitchfork.com/reviews/albums/22144-ambulance/
7.3,July 22 2016,Kuiper,Floating Points,Andrew Gaerig,https://pitchfork.com/reviews/albums/22119-kuiper/
7.7,July 21 2016,No Hard Feelings,Dreezy,Sheldon Pearce,https://pitchfork.com/reviews/albums/22135-no-hard-feelings/
7.0,July 23 2016,Savage Mode,"21 Savage,Metro Boomin",Israel Daramola,https://pitchfork.com/reviews/albums/22161-savage-mode/
9.1,July 24 2016,Buhloone Mindstate,De La Soul,Andrew Nosnitsky,https://pitchfork.com/reviews/albums/22043-buhloone-mindstate/
8.0,July 21 2016,Horror Zone,Max Romeo,Erin MacLeod,https://pitchfork.com/reviews/albums/22106-horror-zone/
7.9,July 21 2016,Mono No Aware,Johnny Foreigner,Brad Nelson,https://pitchfork.com/reviews/albums/22140-mono-no-aware/
6.5,July 19 2016,Operator,MSTRKRFT,Nathan Reese,https://pitchfork.com/reviews/albums/22117-operator/
6.5,July 20 2016,Community Service 2!,Towkio,Abigail Covington,https://pitchfork.com/reviews/albums/22138-community-service-2/
8.2,July 20 2016,Centres,Ian William Craig,Benjamin Scheim,https://pitchfork.com/reviews/albums/22120-ian-william-craig-centres/
6.2,July 20 2016,PRINCESS,Abra,Kevin Lozano,https://pitchfork.com/reviews/albums/22110-princess/
8.0,July 20 2016,Indifferent Rivers Romance End,Wreck and Reference,Andy O'Connor,https://pitchfork.com/reviews/albums/22127-indifferent-rivers-romance-end/
7.1,July 19 2016,IV,BADBADNOTGOOD,Kevin Lozano,https://pitchfork.com/reviews/albums/22109-iv/
8.0,July 18 2016,Camp Cope,Camp Cope,Ian Cohen,https://pitchfork.com/reviews/albums/22116-camp-cope/
6.8,July 15 2016,The Columbia Years 1968-69,Betty Davis,Nate Patrin,https://pitchfork.com/reviews/albums/22111-the-columbia-years-1968-69/
6.9,July 19 2016,2016 / 1986,Wolfgang Tillmans,Thea Ballard,https://pitchfork.com/reviews/albums/22155-2016-1986/
8.0,July 19 2016,Pylon Live,Pylon,Stuart Berman,https://pitchfork.com/reviews/albums/22125-pylon-live/
8.2,July 18 2016,Elysia Crampton Presents: Demon City,Elysia Crampton,Kevin Lozano,https://pitchfork.com/reviews/albums/22103-elysia-crampton-elysia-crampton-presents-demon-city/
6.9,July 18 2016,32 Levels,Clams Casino,Mehan Jayasuriya,https://pitchfork.com/reviews/albums/22101-32-levels/
7.5,July 15 2016,DJ-Kicks,Jackmaster,Nathan Reese,https://pitchfork.com/reviews/albums/22105-dj-kicks/
9.2,July 17 2016,Tusk,Fleetwood Mac,Amanda Petrusich,https://pitchfork.com/reviews/albums/21924-tusk/
7.7,July 15 2016,Nothing’s Real,Shura,Laura Snapes,https://pitchfork.com/reviews/albums/22075-nothings-real/
3.5,July 15 2016,New Introductory Lectures on the System of Transcendental Qabala,Kel Valhaal,Kevin Lozano,https://pitchfork.com/reviews/albums/22122-new-introductory-lectures-on-the-system-of-transcendental-qabala/
7.5,July 16 2016,Eleven into Fifteen: a 130701 Compilation,,Benjamin Scheim,https://pitchfork.com/reviews/albums/22108-eleven-into-fifteen-a-130701-compilation/
